ID,Team/team_id,First Name,Last Name,Num,Age,DOB,player/birth_city,player/sp,player/country,HT,Wt,S,Draft,Round,Overall,Rk,player/pos_id,GP,G,A,A1,PTS,+/-,Sh,Misses,Blocked,Sh%,TOI,TOI/G,TOI/Sh,Shifts,Sh/G,Passes,Pa/60,FOW,FOL,FO%,HitsReceived,HitsRecieved/60,HitsGiven,HitsGiven/60,BlockedShots,Blocks/60,GiveAways,Giveaways/60,TakeAways,Takeaways/60,PIM,Minor,Major,Misconducts,Game Misconducts,Match,Grit,ShootOutShotsTaken,ShootoutGoals,SO%,1G,OTG,GWG,ENG,BHG,DeflG,SlapG,SnapG,TipG,WrapG,WristG,PenaltyShotGoals,PenaltyShotsTaken,PenaltyShot%,ShotDist,Crossbar,Post,OverNet,WideOfNet,Backhand,Deflected,Slap,Snap,Tipped,Wraparound,Wrist,1st Star,2nd Star,3rd Star,injury/Injury1,injury/Injury2,injury/Injury3,injury/Injury4,salary_Days,Salary,Cap Hit,Cap Cost,Bonuses
399,SJS,Melker,Karlsson,68,25,7/18/90,Lycksele,,SWE,72,180,R,,,,,C,65,10,9,6,19,5,96,45,26,0.10,52742,13.5,40,1320,20.3,82,5.6,11,12,0.478,128,8.7,76,5.2,48,3.3,14,1,24,1.6,16,8,0,0,0,0,140,,, ,3,1,1,0,1,1,1,2,0,0,5,0,0,0,26,0,2,5,38,16,7,11,14,3,1,44,1,2,0,Undisclosed,Flu,,,153,1.45,1.65,1.337,0
400,CBJ,William,Karlsson,25,23,1/8/93,Marsta,,SWE,73,188,L,2011,2,53,Y,C,81,9,11,6,20,-9,108,38,33,0.08,70324,14.5,44,1598,19.7,85,4.4,416,495,0.457,73,3.7,40,2,48,2.5,21,1.1,42,2.2,6,3,0,0,0,0,94,,, ,2,0,1,0,0,0,1,3,1,0,4,0,0,0,29.4,0,2,3,33,15,3,10,30,4,1,45,1,1,2,,,,,186,0.925,0.831,0.925,0
405,BOS,Joonas,Kemppainen,41,27,4/7/88,Kajaani,,FIN,75,223,L,,,,,C,44,2,3,2,5,-6,35,7,10,0.06,33100,12.5,40.8,812,18.5,32,3.5,227,232,0.495,20,2.2,36,3.9,18,2,9,1,28,3,4,2,0,0,0,0,58,,, ,0,0,0,0,0,0,0,0,0,0,2,0,0,0,35.7,0,0,0,7,4,0,0,7,2,0,22,1,0,0,Upper body,Undisclosed,,,138,0.792,0.792,0.686,0.133
406,VAN,Ronalds,Kenins,41,24,2/28/91,Riga,,LVA,72,201,L,,,,,LW,8,0,0,0,0,-1,6,4,3,0.00,5477,11.4,42.8,128,16,0,0,1,2,0.333,5,3.3,19,12.5,2,1.3,2,1.3,3,2,6,3,0,0,0,0,27,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.3,0,0,1,3,0,1,1,0,0,0,4,0,0,0,,,,,35,0.6,0.6,0.113,0
408,MIN,Michael,Keranen,36,26,1/4/90,Stockholm,,SWE,73,170,L,,,,Y,LW,1,0,0,0,0,-1,0,0,0,0.00,369,6.2,46.1,8,8,0,0,0,0,0,0,0,1,9.8,0,0,0,0,0,0,0,0,0,0,0,0,1,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3,0.675,0.675,0.011,0
413,BOS,Alex,Khokhlachev,76,22,9/9/93,Moscow,,RUS,70,181,L,2011,2,40,Y,C,5,0,0,0,0,-2,4,2,4,0.00,3076,10.3,38.9,79,15.8,0,0,0,2,0,5,5.9,2,2.3,1,1.2,1,1.2,0,0,0,0,0,0,0,0,3,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.8,0,0,0,2,0,0,0,0,1,0,3,0,0,0,,,,,8,0.775,0.787,0.038,0.058
415,FLA,Jakub,Kindl,46,28,2/10/87,Sumperk,,CZE,75,199,L,2005,1,19,,D,44,2,6,2,8,13,63,31,40,0.03,40629,15.4,43.4,937,21.3,12,1.1,0,1,0,31,2.7,39,3.5,24,2.1,29,2.6,7,0.6,18,9,0,0,0,0,81,,, ,0,1,1,0,0,0,0,1,0,0,1,0,0,0,49.1,1,1,3,26,1,0,30,7,0,0,25,1,0,0,,,,,229,2.5,2.4,2.278,0
417,EDM,Oscar,Klefbom,77,22,7/20/93,Karlstad,,SWE,75,215,L,2011,1,19,,D,30,4,8,4,12,-4,48,29,27,0.08,39393,21.9,47.8,824,27.5,53,4.8,0,0,0,53,4.8,21,1.9,62,5.7,31,2.8,10,0.9,6,3,0,0,0,0,89,,, ,1,0,1,0,0,0,3,0,0,0,1,0,0,0,51,0,0,3,26,2,1,21,8,0,1,15,0,1,0,Leg,Finger,,,186,0.833,0.894,1.244,0.35
419,DAL,John,Klingberg,3,23,8/14/92,Gothenburg,,SWE,74,180,R,2010,5,131,,D,76,10,48,21,58,22,171,63,131,0.06,103458,22.7,50.2,2060,27.1,199,6.9,0,0,0,184,6.4,44,1.5,68,2.4,78,2.7,36,1.3,30,15,0,0,0,0,142,1,0,0,1,3,4,0,1,0,2,3,1,0,3,0,0,0,43.7,0,2,5,56,7,0,45,25,1,0,93,6,2,2,Lower body,,,,186,2.25,4.25,4.25,0
423,MIN,Mikko,Koivu,9,32,3/12/83,Turku,,FIN,75,215,L,2001,1,6,,C,82,17,39,18,56,6,141,61,75,0.12,98051,19.9,49.8,1968,24,176,6.5,987,771,0.561,47,1.7,38,1.4,57,2.1,45,1.7,37,1.4,40,20,0,0,0,0,135,5,0,0,2,0,2,2,2,0,2,6,1,0,6,0,0,0,30.2,1,2,5,53,14,0,19,20,8,1,79,3,4,2,,,,,186,7.29,6.75,6.75,0
424,TOR,Leo,Komarov,47,29,1/23/87,Narva,,EST,71,211,L,2006,6,180,,C,67,19,17,7,36,-12,130,58,29,0.15,71697,17.8,40,1794,26.8,90,4.5,62,65,0.488,64,3.2,283,14.2,27,1.4,16,0.8,42,2.1,40,15,0,0,0,1,350,,, ,4,0,2,3,2,0,2,2,4,0,9,0,0,0,28.5,1,2,10,45,12,1,11,21,21,0,64,0,2,4,Lower body,,,,186,2.95,2.95,2.95,0
425,LAK,Anze,Kopitar,11,28,8/24/87,Jesenice,,SVN,75,224,L,2005,1,11,,C,81,25,49,24,74,34,177,67,67,0.14,101412,20.9,49.8,2036,25.1,218,7.7,950,826,0.535,124,4.4,78,2.8,65,2.3,45,1.6,43,1.5,16,8,0,0,0,0,159,5,3,0.6,5,4,8,0,4,3,2,2,4,0,10,0,0,0,27.8,0,3,6,58,22,3,12,27,15,3,95,10,4,2,Lower body,,,,186,7.7,6.8,6.8,0
426,EDM,Lauri,Korpikoski,28,29,7/28/86,Turku,,FIN,73,193,L,2004,1,19,,LW,71,10,12,7,22,-17,88,30,30,0.11,59343,13.9,40.9,1451,20.4,105,6.4,18,16,0.529,90,5.5,100,6.1,56,3.4,14,0.8,19,1.2,10,5,0,0,0,0,166,1,0,0,3,1,2,1,0,0,0,1,2,0,7,0,0,0,28.3,0,1,0,29,7,2,2,15,6,0,56,0,1,2,Foot,Head,,,186,2.7,2.5,2.5,0
430,BOS,David,Krejci,46,29,4/28/86,Sternberk,,CZE,72,186,R,2004,2,63,,C,72,17,46,28,63,4,143,62,87,0.12,87700,20.3,50.5,1736,24.1,268,11,560,557,0.501,76,3.1,43,1.8,57,2.3,49,2,36,1.5,32,15,0,0,0,0,132,2,1,0.5,3,0,3,2,2,0,2,2,0,0,11,0,0,0,36.4,0,4,10,48,10,0,35,14,12,0,72,4,3,6,Upper body,,,,186,7.25,7.25,7.25,0
431,DET,Niklas,Kronwall,55,35,1/12/81,Stockholm,,SWE,72,194,L,2000,1,29,,D,64,3,23,11,26,-21,61,29,54,0.05,84516,22,45,1880,29.4,100,4.3,0,0,0,56,2.4,93,4,81,3.5,23,1,9,0.4,30,15,0,0,0,0,204,,, ,1,1,2,0,0,0,1,0,0,0,2,0,0,0,50.7,0,1,4,24,3,0,39,6,0,1,12,1,0,0,Knee,,,,186,6,4.75,4.75,0
433,CHI,Marcus,Kruger,22,25,5/27/90,Stockholm,,SWE,72,186,L,2009,5,149,,C,41,0,4,3,4,-5,50,18,15,0.00,33262,13.5,37.3,892,21.8,78,8.4,233,241,0.492,64,6.9,25,2.7,31,3.4,4,0.4,10,1.1,24,11,0,0,0,0,80,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.9,0,0,1,17,2,1,1,3,3,3,37,0,0,0,Wrist,,,,186,1.5,1.5,1.5,0
434,TBL,Nikita,Kucherov,86,22,6/17/93,Moscow,,RUS,71,178,L,2011,2,58,,RW,77,30,36,25,66,9,209,82,111,0.14,84141,18.2,52.4,1607,20.9,191,8.2,0,1,0,98,4.2,61,2.6,28,1.2,58,2.5,34,1.5,30,15,0,0,0,0,119,4,0,0,7,1,4,3,3,0,4,3,2,0,18,0,0,0,32.6,2,3,18,59,17,2,26,28,13,2,121,7,5,4,Undisclosed,Lower body,,,186,0.7,0.712,0.894,0.133
435,PIT,Tom,Kuhnhackl,34,24,1/21/92,Landshut,,DEU,74,196,L,2010,4,110,Y,RW,42,5,10,7,15,3,52,17,10,0.10,30744,12.2,37.9,812,19.3,77,9,0,3,0,44,5.2,57,6.7,32,3.7,6,0.7,5,0.6,24,6,0,1,0,0,113,,, ,0,0,1,0,1,0,0,2,1,0,1,0,0,0,26.2,1,0,3,13,11,0,3,9,1,0,28,1,1,2,,,,,94,0.575,0.575,0.291,0
436,CBJ,Dean,Kukan,46,22,7/8/93,Volketswil,,CHE,74,198,L,,,,Y,D,8,0,0,0,0,9,3,2,1,0.00,8330,17.4,48.7,171,21.4,0,0,0,0,0,4,1.7,7,3,10,4.3,3,1.3,4,1.7,0,0,0,0,0,0,17,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.7,0,0,0,2,0,0,0,1,0,0,2,0,0,0,,,,,14,0.743,0.767,0.058,0
438,NYI,Nikolay,Kulemin,86,29,7/14/86,Magnitogorsk,,RUS,73,225,L,2006,2,44,,LW,81,9,13,8,22,13,92,28,41,0.10,68336,14.1,40.8,1674,20.7,74,3.9,23,36,0.39,56,3,107,5.6,50,2.6,31,1.6,32,1.7,22,11,0,0,0,0,179,,, ,2,0,3,0,1,0,0,2,1,0,5,0,0,0,26.2,0,3,2,23,10,0,2,16,9,1,54,0,2,1,,,,,186,4.25,4.188,4.188,0
439,FLA,Dmitry,Kulikov,7,25,10/29/90,Lipetsk,,RUS,73,204,L,2009,1,14,,D,74,1,16,9,17,8,99,40,50,0.01,93393,21,51.7,1808,24.4,93,3.6,0,0,0,211,8.1,122,4.7,121,4.7,54,2.1,31,1.2,51,23,1,0,0,0,295,,, ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,48.7,0,0,4,36,2,0,46,20,1,1,29,0,0,1,Leg,,,,186,4.5,4.333,4.333,0
441,WSH,Evgeny,Kuznetsov,92,23,5/19/92,Chelyabinsk,,RUS,72,192,L,2010,1,26,,C,82,20,57,43,77,27,193,58,67,0.10,85683,17.4,50.4,1699,20.7,359,15.1,543,594,0.478,54,2.3,73,3.1,29,1.2,54,2.3,61,2.6,32,16,0,0,0,0,134,6,1,0.17,4,2,4,1,7,0,0,3,2,0,8,0,0,0,28.7,0,5,6,47,22,1,13,26,10,2,119,11,2,5,,,,,186,2.6,3,3,0
442,CGY,Oliver,Kylington,58,18,5/19/97,Stockholm,,SWE,72,183,L,2015,2,60,Y,D,1,0,0,0,0,0,1,0,1,0.00,1042,17.4,52.1,20,20,0,0,0,0,0,0,0,0,0,1,3.5,0,0,0,0,0,0,0,0,0,0,1,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,2,0.743,0.792,0.01,0.183
445,EDM,Anton,Lander,51,24,4/24/91,Sundsvall,,SWE,72,184,L,2009,2,40,,C,61,1,2,1,3,-9,54,16,23,0.02,44221,12.1,39.4,1123,18.4,29,2.4,378,315,0.545,29,2.4,58,4.7,19,1.5,18,1.5,23,1.9,18,9,0,0,0,0,95,,, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29.3,0,2,0,14,5,0,2,11,1,0,35,0,0,1,,,,,186,0.925,0.988,0.988,0
446,COL,Gabriel,Landeskog,92,23,11/23/92,Stockholm,,SWE,73,210,L,2011,1,2,,LW,75,20,33,18,53,-5,169,41,39,0.12,85166,18.9,47.7,1784,23.8,147,6.2,31,25,0.554,85,3.6,141,6,66,2.8,30,1.3,37,1.6,69,27,1,0,0,1,277,3,1,0.33,2,1,2,1,4,0,1,2,2,0,11,0,0,0,32.9,1,2,2,36,13,1,20,19,5,2,110,7,3,2,Back,,,,186,4.5,5.5,5.571,0
448,NJD,Adam,Larsson,5,23,11/12/92,Skellefte,,SWE,75,205,R,2011,1,4,,D,82,3,15,6,18,15,65,38,51,0.05,110747,22.5,49.4,2243,27.4,65,2.1,0,0,0,164,5.3,163,5.3,148,4.8,27,0.9,22,0.7,77,21,3,1,1,0,391,,, ,1,1,1,1,0,0,0,2,0,0,1,0,0,0,50.1,0,0,5,33,0,0,19,17,0,0,29,1,1,2,,,,,186,2.5,4.167,4.167,0
449,BUF,Johan,Larsson,22,23,7/25/92,Lau,,SWE,71,200,L,2010,2,56,,LW,74,10,7,5,17,-4,95,49,47,0.11,65799,14.8,45.8,1438,19.4,50,2.7,388,371,0.511,111,6.1,113,6.2,33,1.8,16,0.9,21,1.1,27,11,1,0,0,0,174,,, ,1,0,5,1,1,0,0,3,1,0,5,0,0,0,30.7,0,2,4,43,8,2,3,16,5,1,60,0,2,2,Undisclosed,,,,186,0.8,0.8,0.8,0
457,STL,Jori,Lehtera,12,28,12/23/87,Helsinki,,FIN,74,210,L,2008,3,65,,C,79,9,25,11,34,12,83,19,38,0.11,76232,16.1,40.1,1899,24,108,5.1,485,484,0.501,114,5.4,43,2,26,1.2,19,0.9,29,1.4,38,19,0,0,0,0,107,5,1,0.2,2,1,3,0,1,0,2,1,2,0,3,0,0,0,26.3,0,1,2,16,5,6,10,6,10,1,45,1,1,3,Upper body,,,,186,2.25,2.75,2.75,0
468,NYR,Oscar,Lindberg,24,24,10/29/91,Skellefte,,SWE,73,195,L,2010,2,57,Y,C,68,13,15,9,28,12,114,41,24,0.11,49681,12.2,40.7,1222,18,110,8,134,143,0.484,80,5.8,132,9.6,36,2.6,14,1,16,1.2,43,19,1,0,0,0,212,,, ,3,0,2,1,2,0,2,1,1,0,7,0,0,0,28.8,0,2,4,35,14,1,6,19,6,0,68,0,3,1,,,,,186,0.6,0.65,0.65,0
469,TOR,Tobias,Lindberg,46,20,7/22/95,Stockholm,,SWE,75,217,L,2013,4,102,Y,RW,6,0,2,1,2,0,12,6,7,0.00,5702,15.8,44.2,129,21.5,10,6.3,0,3,0,7,4.4,10,6.3,1,0.6,2,1.3,2,1.3,4,1,0,0,0,0,15,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.3,0,0,1,5,0,0,0,3,0,0,9,0,0,0,,,,,10,0.66,0.693,0.037,0
470,STL,Petteri,Lindbohm,48,22,9/23/93,Helsinki,,FIN,75,198,L,2012,6,176,Y,D,10,0,0,0,0,-4,9,5,10,0.00,8273,13.8,45,184,18.4,0,0,0,0,0,17,7.4,14,6.1,11,4.8,1,0.4,2,0.9,7,1,1,0,0,0,33,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1,0,4,0,0,2,1,0,0,6,0,0,0,,,,,105,0.645,0.637,0.395,0.055
471,DAL,Esa,Lindell,23,21,5/23/94,Vantaa,,FIN,75,215,L,2012,3,74,Y,D,4,0,0,0,0,-3,2,2,5,0.00,3371,14,44.9,75,18.8,0,0,0,0,0,11,11.7,4,4.3,9,9.6,3,3.2,0,0,0,0,0,0,0,0,13,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,1,1,0,0,0,1,0,0,1,0,0,0,,,,,8,0.767,0.746,0.04,0.158
472,CAR,Elias,Lindholm,16,21,12/2/94,Boden,,SWE,73,192,R,2013,1,5,,C,82,11,28,15,39,-23,176,60,59,0.06,89108,18.1,44.4,2005,24.5,189,7.6,213,221,0.491,101,4.1,112,4.5,45,1.8,34,1.4,33,1.3,24,12,0,0,0,0,181,4,0,0,2,0,3,1,0,1,3,5,0,0,2,1,1,1,30.3,0,3,4,53,8,11,15,60,10,0,72,0,3,2,,,,,186,0.925,0.925,1.775,0.85
473,ANA,Hampus,Lindholm,47,22,1/20/94,Helsingborg,,SWE,75,205,L,2012,1,6,,D,80,10,18,8,28,7,149,62,105,0.07,105609,22,50.3,2100,26.3,103,3.5,0,0,0,182,6.2,68,2.3,115,3.9,65,2.2,18,0.6,40,19,0,0,0,0,223,,, ,1,0,1,1,2,0,3,2,1,0,2,0,0,0,46.7,1,2,6,53,6,0,47,19,3,0,74,2,3,3,Illness,Upper body,,,186,0.833,0.894,1.744,0.85
476,TOR,Viktor,Loov,55,23,11/16/92,Sodertalje,,SWE,73,212,L,2012,7,209,Y,D,4,0,2,0,2,4,1,4,2,0.00,2510,10.5,37.5,67,16.8,0,0,0,0,0,4,5.7,8,11.5,1,1.4,0,0,0,0,0,0,0,0,0,0,9,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,1,3,0,0,1,0,0,0,0,0,0,0,Undisclosed,,,,35,0.693,0.693,0.174,0.233
481,PIT,Olli,Maatta,3,21,8/22/94,Jyvskyl,,FIN,74,206,L,2012,1,22,,D,67,6,13,7,19,27,95,35,60,0.06,80240,20,43.8,1831,27.3,69,3.1,0,0,0,137,6.1,81,3.6,87,3.9,34,1.5,8,0.4,22,11,0,0,0,0,190,,, ,2,0,2,0,1,0,0,0,0,0,5,0,0,0,48.3,0,1,1,33,2,0,33,13,0,1,46,0,0,1,Lower body,Upper body,,,185,0.833,0.894,0.889,0
486,PIT,Evgeni,Malkin,71,29,7/31/86,Magnitogorsk,,RUS,75,195,L,2004,1,2,,C,57,27,31,21,58,1,162,57,66,0.17,66241,19.4,49,1351,23.7,190,10.3,317,438,0.42,70,3.8,27,1.5,19,1,52,2.8,54,2.9,65,30,1,0,0,0,112,1,0,0,5,2,6,1,3,0,7,1,1,1,14,0,0,0,26.2,1,5,1,50,18,0,31,18,4,2,89,9,3,3,Arm,Lower body,,,186,9.5,9.5,9.5,0
492,DET,Alexey,Marchenko,47,24,1/2/92,Moscow,,RUS,75,210,R,2011,7,205,Y,D,66,2,9,5,11,-5,40,28,39,0.05,66651,16.8,41.1,1621,24.6,68,3.7,0,0,0,90,4.9,47,2.5,100,5.4,33,1.8,7,0.4,10,5,0,0,0,0,157,,, ,0,0,0,0,0,0,0,0,0,0,2,0,0,0,53.8,0,1,1,26,1,0,20,6,0,0,13,0,0,0,,,,,178,0.7,0.667,0.729,0.25
494,TOR,Martin,Marincin,52,23,2/18/92,Kosice,,SVK,76,201,L,2010,2,46,,D,65,1,6,3,7,-3,55,34,91,0.02,65400,16.8,44.6,1466,22.6,44,2.4,0,0,0,81,4.5,37,2,63,3.5,41,2.3,25,1.4,34,16,0,0,0,0,134,,, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,58.2,0,0,4,30,2,0,21,4,0,0,28,0,0,0,Illness,,,,186,0.7,0.7,0.7,0
495,MTL,Andrei,Markov,79,37,12/20/78,Voskresensk,,RUS,72,194,L,1998,6,162,,D,82,5,39,23,44,-6,117,58,112,0.04,117272,23.8,52.1,2249,27.4,237,7.3,0,0,0,87,2.7,57,1.7,142,4.4,93,2.9,38,1.2,38,14,0,1,0,0,237,,, ,1,0,0,0,0,0,3,0,0,0,2,0,0,0,48.8,0,2,1,55,4,1,48,4,4,0,56,1,0,1,,,,,186,6,5.75,5.75,0
502,COL,Andreas,Martinsen,27,25,6/13/90,Bafarum,,NOR,75,220,L,,,,Y,LW,55,4,7,4,11,-4,52,23,15,0.08,36621,11.1,44.2,829,15.1,44,4.3,1,3,0.25,70,6.9,155,15.2,27,2.7,5,0.5,11,1.1,47,11,3,0,1,0,232,,, ,0,0,1,0,2,0,0,0,1,0,1,0,0,0,36.9,0,1,4,18,4,0,3,6,1,1,37,0,0,0,,,,,150,0.743,0.743,0.599,0
529,PHI,Evgeny,Medvedev,82,33,8/27/82,Chelyabinsk,,RUS,75,187,L,,,,,D,45,4,8,4,12,5,71,44,74,0.06,50837,18.8,45.7,1112,24.7,43,3,0,0,0,50,3.5,38,2.7,34,2.4,27,1.9,13,0.9,34,17,0,0,0,0,106,1,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,54.5,0,0,1,43,1,1,38,11,2,0,18,0,2,1,Upper body,,,,186,3,3,3,0
535,TOR,Milan,Michalek,18,31,12/7/84,Jindrichuv Hradec,,CZE,74,227,L,2003,1,6,,LW,45,7,9,5,16,0,64,27,28,0.11,43520,16.1,46.3,939,20.9,34,2.8,3,5,0.375,49,4.1,42,3.5,27,2.2,14,1.2,25,2.1,18,9,0,0,0,0,87,,, ,1,0,0,0,1,0,0,1,1,0,4,0,0,0,24.4,0,0,3,24,3,2,3,10,9,0,37,0,1,0,Knee,Finger,,,186,4,4,4,0
536,ARI,Zbynek,Michalek,4,33,12/23/82,Jindrichuv Hradec,,CZE,74,210,R,,,,,D,70,2,5,1,7,3,69,23,41,0.03,71469,17,41.4,1726,24.7,11,0.6,0,0,0,119,6,84,4.2,125,6.3,27,1.4,21,1.1,20,10,0,0,0,0,229,,, ,1,0,0,0,0,0,0,0,0,0,2,0,0,0,56.6,0,0,1,22,1,0,25,2,0,0,41,0,1,0,Upper body,Undisclosed,Lower body,Illness,186,3.2,3.2,3.2,0
554,NJD,Vojtech,Mozik,53,23,12/26/92,Prague,,CZE,75,200,R,,,,Y,D,7,0,0,0,0,0,6,2,1,0.00,5561,13.2,40.9,136,19.4,0,0,0,0,0,6,3.9,12,7.8,5,3.2,1,0.6,0,0,4,2,0,0,0,0,21,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,2,0,0,4,1,0,0,1,0,0,0,,,,,18,0.667,0.68,0.09,0.258
555,SJS,Mirco,Mueller,41,20,3/21/95,Winterthur,,CHE,75,205,L,2013,1,18,,D,11,0,0,0,0,-4,8,3,8,0.00,6998,10.6,41.9,167,15.2,0,0,0,0,0,17,8.7,2,1,3,1.5,6,3.1,1,0.5,7,1,1,0,0,0,13,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,1,2,0,0,4,1,0,0,3,0,0,0,,,,,68,0.925,0.925,0.482,0.425
561,CGY,Jakub,Nakladal,33,28,12/30/87,Hradec Krafalova,,CZE,74,212,,,,,,D,27,2,3,1,5,-5,42,17,29,0.05,22988,14.2,45.4,506,18.7,9,1.4,0,0,0,34,5.3,41,6.4,23,3.6,11,1.7,4,0.6,6,3,0,0,0,0,70,,, ,0,0,0,0,0,0,1,1,0,0,0,0,0,0,51.1,0,1,0,16,0,1,19,7,0,0,15,0,0,0,Undisclosed,Eye,,,75,0.818,0.818,0.33,0
562,TBL,Vladislav,Namestnikov,90,23,11/22/92,Zhukovskiy,,RUS,71,180,L,2011,1,27,,C,80,14,21,11,35,17,106,35,36,0.13,67756,14.1,48.6,1393,17.4,117,6.2,175,216,0.448,108,5.7,49,2.6,33,1.8,18,1,15,0.8,45,15,3,0,0,0,130,,, ,1,2,2,0,0,0,0,3,2,0,9,0,0,0,25.7,0,4,8,23,8,1,5,7,10,3,72,2,1,0,Upper body,,,,186,0.874,0.874,0.874,0
569,DAL,Patrik,Nemeth,15,23,2/8/92,Stockholm,,SWE,75,230,L,2010,2,41,,D,38,0,8,3,8,-1,36,21,25,0.00,35660,15.6,42.8,833,21.9,59,6,0,0,0,85,8.6,58,5.9,47,4.7,19,1.9,5,0.5,14,7,0,0,0,0,119,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,0,1,3,17,3,0,18,4,0,0,11,0,1,0,Flu,,,,136,0.9,0.9,0.658,0
571,TBL,Nikita,Nesterov,89,22,3/28/93,Chelyabinsk,,RUS,71,191,L,2011,5,148,,D,57,3,6,4,9,-6,57,30,55,0.05,50922,14.9,48.5,1051,18.4,45,3.2,0,0,0,68,4.8,95,6.7,31,2.2,30,2.1,8,0.6,41,13,1,0,1,0,168,,, ,1,0,0,0,0,0,1,0,0,0,2,0,0,0,41.5,0,0,4,26,4,0,21,5,0,2,25,1,0,0,,,,,167,0.792,0.743,0.831,0.133
572,CAR,Andrej,Nestrasil,15,24,2/22/91,Prague,,CZE,75,200,L,2009,3,75,,C,55,9,14,9,23,4,105,44,49,0.09,47358,14.4,44.1,1075,19.5,93,7.1,8,17,0.32,69,5.2,27,2.1,13,1,16,1.2,29,2.2,8,4,0,0,0,0,48,,, ,1,0,1,2,2,0,1,3,0,0,3,0,0,0,28.2,0,4,3,37,19,1,6,35,4,2,38,0,3,0,Back,Knee,,,186,0.875,0.912,0.913,0
573,DAL,Valeri,Nichushkin,43,20,3/4/95,Chelyabinsk,,RUS,76,205,L,2013,1,10,,RW,79,9,20,10,29,2,139,58,50,0.07,66036,13.9,43.7,1511,19.1,122,6.7,0,1,0,101,5.5,68,3.7,33,1.8,46,2.5,33,1.8,12,6,0,0,0,0,113,,, ,2,0,1,0,2,0,1,1,0,0,5,0,1,1,26.5,0,3,12,43,15,2,11,14,8,0,89,2,0,3,Lower body,,,,186,0.925,0.925,2.125,1.2
574,MIN,Nino,Niederreiter,22,23,9/8/92,Chur,,CHE,74,211,L,2010,1,5,,RW,82,20,23,13,43,9,159,62,48,0.13,76474,15.5,46.3,1650,20.1,128,6,11,16,0.407,141,6.6,129,6.1,19,0.9,23,1.1,35,1.6,36,17,0,0,0,0,184,,, ,3,0,1,2,2,0,0,1,2,0,15,0,0,0,27,1,2,5,54,15,3,7,26,12,2,94,1,1,1,,,,,186,2.6,2.667,2.667,0
575,NYI,Frans,Nielsen,51,31,4/24/84,Herning,,DNK,73,188,L,2002,3,87,,C,81,20,32,16,52,1,181,71,70,0.11,86119,17.7,44.1,1952,24.1,154,6.4,586,583,0.501,112,4.7,35,1.5,92,3.8,30,1.3,30,1.3,12,6,0,0,0,0,139,10,4,0.4,3,0,2,4,3,0,1,5,1,0,10,0,0,0,32.5,0,2,6,63,26,0,17,34,6,0,98,2,6,2,,,,,186,3.5,2.75,2.75,0
577,EDM,Nikita,Nikitin,86,29,6/16/86,Omsk,,RUS,76,217,L,2004,5,136,,D,11,0,1,0,1,-5,12,6,15,0.00,9770,14.8,43.4,225,20.5,0,0,0,0,0,14,5.2,14,5.2,9,3.3,4,1.5,0,0,8,4,0,0,0,0,31,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.1,0,0,0,6,0,0,2,3,0,0,7,0,0,0,,,,,186,4.5,4.5,3.887,0
581,CAR,Joakim,Nordstrom,42,23,2/25/92,Stockholm,,SWE,73,189,L,2010,3,90,,LW,71,10,14,8,24,1,81,53,37,0.12,66566,15.6,40.8,1630,23,118,6.4,6,4,0.6,112,6.1,98,5.3,32,1.7,33,1.8,26,1.4,12,6,0,0,0,0,142,1,0,0,1,0,1,0,1,0,2,6,0,0,1,0,0,0,32.6,0,3,5,45,6,1,12,28,3,2,29,2,2,0,Undisclosed,,,,186,0.605,0.605,0.605,0
582,DET,Tomas,Nosek,83,23,9/1/92,Pardubice,,CZE,75,210,L,,,,Y,LW,6,0,0,0,0,-2,2,1,2,0.00,3650,10.1,39.7,92,15.3,0,0,4,4,0.5,12,11.8,6,5.9,0,0,0,0,3,3,2,1,0,0,0,0,8,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1,1,0,0,0,0,0,1,0,0,0,,,,,17,0.792,0.792,0.085,0.133
